"","masterid","sampleyear","MetricValue","deltah_final","hydro.endpoints","ChannelType","csci_Incr","RelChangeInDeltaINC","Threshold","Lower2","Upper2","NoFlowProblem","HealthyCSCI","RelChangeInDelta","Categories","MaxScore"
"141","SMC06714",2010,0.60480512,6.93350782550783,"DS_Mag_50","NAT",0.70480512,4.04,"NAT",-11.2137267672896,1.96772076875167,"No","No",71.6201262294307,"Type D",0.60480512
"142","SMC00446",2010,0.47742784,2.21719355644356,"DS_Mag_50","SB0",0.57742784,537.62,"NAT",-11.2137267672896,1.96772076875167,"No","No",11.25173699729,"Type E",0.47742784
"143","SMC00958",2011,0.25463411,25.9769900099901,"DS_Mag_50","SB2",0.35463411,28.22,"NAT",-11.2137267672896,1.96772076875167,"No","No",92.4251394484314,"Type E",0.25463411
"144","402M00090",2020,0.90842106,0.919002830502831,"DS_Mag_50","NAT",1.00842106,100.11,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Type X",0.90842106
"145","402M00130",2020,0.88723256,8.2877241092241,"DS_Mag_50","NAT",0.98723256,100.03,"NAT",-11.2137267672896,1.96772076875167,"No","Yes",76.2574050147057,"Type X",0.88723256
"146","905M21791",2020,0.75737313,1.53959998334999,"DS_Mag_50","NAT",0.85737313,100.03,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Type A",0.75737313
"147","SMC01413",2012,0.8784077,2.29352122877123,"DS_Mag_50","NAT",0.9784077,99.85,"NAT",-11.2137267672896,1.96772076875167,"No","Yes",14.2052515552302,"Type X",0.8784077
"148","SMC04383",2014,0.80194072,1.26742932067932,"DS_Mag_50","NAT",0.90194072,100.2,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Type X",0.80194072
"149","SMC07126",2012,0.33340554,0.86115659340659,"DS_Mag_50","NAT",0.43340554,2969.26,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Type A",0.33340554
"150","SMC01151",2009,0.53843942,22.968433982684,"DS_Mag_50","NAT",0.63843942,53.2,"NAT",-11.2137267672896,1.96772076875167,"No","No",91.4329345647372,"Type E",0.53843942
"151","SMC01358",2011,0.3957801,57.3782470862469,"DS_Mag_50","HB",0.4957801,65.77,"NAT",-11.2137267672896,1.96772076875167,"No","No",96.5706154010004,"Type E",0.3957801
"152","SMC08655",2012,1.08139288,0.596591075591076,"DS_Mag_50","SB1",1.18139288,100.57,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Type X",1.08139288
"153","412M08632",2017,0.36662216,5.32226207126207,"DS_Mag_50","HB",0.46662216,318.1,"NAT",-11.2137267672896,1.96772076875167,"No","No",63.0284878421054,"Type E",0.36662216
"154","SMC01934",2012,0.56873842,1.33104995004995,"DS_Mag_50","SB2",0.66873842,586.75,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Type A",0.56873842
"155","SMC02563",2014,0.48340097,1.1392678987679,"DS_Mag_50","SB2",0.58340097,1110.36,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Type A",0.48340097
"156","SMC02933",2010,0.70301712,3.93412462537462,"DS_Mag_50","NAT",0.80301712,78.04,"NAT",-11.2137267672896,1.96772076875167,"No","No",49.9832629586741,"Type E",0.70301712
"157","SMC05230",2012,0.63611972,17.6750580253081,"DS_Mag_50","SB2",0.73611972,69.08,"NAT",-11.2137267672896,1.96772076875167,"No","No",88.8672457768785,"Type E",0.63611972
"158","402M00030",2017,0.63489086,0.910826007326006,"DS_Mag_50","NAT",0.73489086,508.33,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Type A",0.63489086
"159","402M00029",2016,0.35406609,0.507085414585415,"DS_Mag_50","NAT",0.45406609,4557.42,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Type A",0.35406609
"160","910M24979",2021,0.66146495,5.67700932400932,"DS_Mag_50","NAT",0.76146495,30.47,"NAT",-11.2137267672896,1.96772076875167,"No","No",65.3387786342054,"Type E",0.66146495
"161","404M07375",2019,0.83971421,5.03356368631369,"DS_Mag_50","NAT",0.93971421,99.93,"NAT",-11.2137267672896,1.96772076875167,"No","Yes",60.9079989570427,"Type X",0.83971421
"162","905M21789",2020,0.75918438,1.83007267732268,"DS_Mag_50","NAT",0.85918438,100,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Type A",0.75918438
"163","SMC08766",2018,0.31658032,22.6159293206793,"DS_Mag_50","HB",0.41658032,33.03,"NAT",-11.2137267672896,1.96772076875167,"No","No",91.29940343883,"Type E",0.31658032
"164","SMC04748",2009,0.67808034,24.3674099234099,"DS_Mag_50","NAT",0.77808034,88.31,"NAT",-11.2137267672896,1.96772076875167,"No","No",91.9247848871239,"Type E",0.67808034
"165","SMC06188",2014,1.06242093,-1.04998551448551,"DS_Mag_50","SB1",1.16242093,275.24,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Type X",1.06242093
"166","SMC00436",2017,0.62060885,15.4134874292374,"DS_Mag_50","HB",0.72060885,58.84,"NAT",-11.2137267672896,1.96772076875167,"No","No",87.2337731627227,"Type E",0.62060885
"167","SMC16446",2012,0.79919466,3.13876423576423,"DS_Mag_50","NAT",0.89919466,100.04,"NAT",-11.2137267672896,1.96772076875167,"No","Yes",37.3090611161317,"Type X",0.79919466
"168","405M10598",2021,0.447197,2.78732467532468,"DS_Mag_50","HB",0.547197,473.21,"NAT",-11.2137267672896,1.96772076875167,"No","No",29.4046801877337,"Type E",0.447197
"169","SMC04264",2021,0.3979169,-12.228464035964,"DS_Mag_50","NAT",0.4979169,113.51,"NAT",-11.2137267672896,1.96772076875167,"No","No",8.29815801633018,"Type B",0.3979169
"170","403M01575",2020,0.81270907,1.25298176823177,"DS_Mag_50","NAT",0.91270907,99.76,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Type X",0.81270907
"171","SMC13630",2020,0.38264821,22.6159293206793,"DS_Mag_50","HB",0.48264821,8.27,"NAT",-11.2137267672896,1.96772076875167,"No","No",91.29940343883,"Type D",0.38264821
"172","408M03005",2015,0.69308165,4.7196108058608,"DS_Mag_50","HB",0.79308165,63.56,"NAT",-11.2137267672896,1.96772076875167,"No","No",58.3075628543744,"Type E",0.69308165
"173","SMC01201",2010,0.8492468,1.62538186813187,"DS_Mag_50","NAT",0.9492468,100.28,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Type X",0.8492468
"174","402M00043",2016,0.77673276,1.23608391608391,"DS_Mag_50","NAT",0.87673276,100.32,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Type A",0.77673276
"175","412M08643",2018,0.34539529,94.5920726773226,"DS_Mag_50","HB",0.44539529,20.09,"NAT",-11.2137267672896,1.96772076875167,"No","No",97.9197825853081,"Type E",0.34539529
"176","402M00110",2019,0.86127107,0.804946303696303,"DS_Mag_50","SB1",0.96127107,99.39,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Type X",0.86127107
"177","SMC06216",2020,0.96084854,-1.53748817848818,"DS_Mag_50","NAT",1.06084854,156.1,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Type X",0.96084854
"178","902M18929",2021,0.89806129,2.32387204462204,"DS_Mag_50","NAT",0.99806129,99.83,"NAT",-11.2137267672896,1.96772076875167,"No","Yes",15.3257696220661,"Type X",0.89806129
"179","SMC16832",2018,0.30532013,22.6159293206793,"DS_Mag_50","HB",0.40532013,47.27,"NAT",-11.2137267672896,1.96772076875167,"No","No",91.29940343883,"Type E",0.30532013
"180","903M20177",2017,0.78215159,1.81591366966367,"DS_Mag_50","NAT",0.88215159,100.23,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Type A",0.78215159
"181","901M14126",2016,0.59178416,1.2064319014319,"DS_Mag_50","NAT",0.69178416,556.19,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Type A",0.59178416
"182","904M21764",2018,0.45753471,2.74681984681985,"DS_Mag_50","NAT",0.55753471,457.98,"NAT",-11.2137267672896,1.96772076875167,"No","No",28.3636758693945,"Type E",0.45753471
"183","SMC00910",2009,0.54781505,0.991033799533799,"DS_Mag_50","SB0",0.64781505,934.38,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Type A",0.54781505
"184","SMC01049",2014,0.64079334,0.487665501165502,"DS_Mag_50","NAT",0.74079334,965.83,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Type A",0.64079334
"185","SMC02712",2012,0.91005712,0.167544455544456,"DS_Mag_50","NAT",1.01005712,101.47,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Type X",0.91005712
"186","SMC05702",2010,0.51430547,11.4625168165168,"DS_Mag_50","NAT",0.61430547,5.15,"NAT",-11.2137267672896,1.96772076875167,"No","No",82.8334317824834,"Type D",0.51430547
"187","SMC05902",2011,0.54576501,1.54643156843157,"DS_Mag_50","HB",0.64576501,569.7,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Type A",0.54576501
"188","SMC00198",2021,0.78614815,1.39869272394273,"DS_Mag_50","NAT",0.88614815,100.09,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Type A",0.78614815
"189","402M00191",2022,0.85109692,3.10044846819847,"DS_Mag_50","NAT",0.95109692,99.99,"NAT",-11.2137267672896,1.96772076875167,"No","Yes",36.5343178919202,"Type X",0.85109692
"190","SMC17432",2021,0.37948423,22.6159293206793,"DS_Mag_50","HB",0.47948423,7.03,"NAT",-11.2137267672896,1.96772076875167,"No","No",91.29940343883,"Type D",0.37948423
"191","SMC00710",2022,0.66050361,15.2876224608724,"DS_Mag_50","NAT",0.76050361,73.79,"NAT",-11.2137267672896,1.96772076875167,"No","No",87.1286671698761,"Type E",0.66050361
"192","SMC04008",2012,0.82131893,7.4687977022977,"DS_Mag_50","SB1",0.92131893,100.02,"NAT",-11.2137267672896,1.96772076875167,"No","Yes",73.6541161351,"Type X",0.82131893
"193","SMC04132",2012,0.64231609,9.82134632034632,"DS_Mag_50","HB",0.74231609,47.96,"NAT",-11.2137267672896,1.96772076875167,"No","No",79.9648571125605,"Type E",0.64231609
"194","SMC04756",2014,0.65494459,3.42300133200134,"DS_Mag_50","SB0",0.75494459,27.17,"NAT",-11.2137267672896,1.96772076875167,"No","No",42.5147530514925,"Type E",0.65494459
"195","SMC05109",2014,0.58092846,-0.364555694305694,"DS_Mag_50","NAT",0.68092846,4825.05,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Type A",0.58092846
"196","801EBC126",2008,0.51904241,-28.7229852647352,"DS_Mag_50","NAT",0.61904241,27.23,"NAT",-11.2137267672896,1.96772076875167,"No","No",60.9590484278202,"Type E",0.51904241
"197","802HYC496",2008,0.86759659,0.20360631035631,"DS_Mag_50","NAT",0.96759659,98.23,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Type X",0.86759659
"198","801SAN068",2008,0.81384627,-9.70544180819181,"DS_Mag_50","NAT",0.91384627,48.84,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Type X",0.81384627
"199","801STC071",2008,0.67051649,0.964165584415586,"DS_Mag_50","NAT",0.77051649,248.92,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Type A",0.67051649
"200","801XXX118",2008,0.73455533,-0.742330919080919,"DS_Mag_50","NAT",0.83455533,431.07,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Type A",0.73455533
"201","801STC149",2008,0.92506659,2.42083624708625,"DS_Mag_50","NAT",1.02506659,99.97,"NAT",-11.2137267672896,1.96772076875167,"No","Yes",18.71731220482,"Type X",0.92506659
"202","801SJR159",2007,0.42759394,-2.8034234931735,"DS_Mag_50","NAT",0.52759394,787.25,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Type A",0.42759394
"203","801SAR165",2008,0.6596796,30.7700565268065,"DS_Mag_50","SB0",0.7596796,86.81,"NAT",-11.2137267672896,1.96772076875167,"No","No",93.6050791228238,"Type E",0.6596796
"204","801STW613",2009,0.54734921,2.14809348984349,"DS_Mag_50","NAT",0.64734921,378.01,"NAT",-11.2137267672896,1.96772076875167,"No","No",8.39687480757469,"Type B",0.54734921
"205","402M00015",2016,0.69814951,0.80007350982351,"DS_Mag_50","NAT",0.79814951,62.49,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Type A",0.69814951
"206","SMC19945",2013,0.99119816,0.596591075591076,"DS_Mag_50","NAT",1.09119816,100.57,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Type X",0.99119816
"207","SMC21921",2013,0.3158459,2.49595596070596,"DS_Mag_50","HB",0.4158459,1115,"NAT",-11.2137267672896,1.96772076875167,"No","No",21.1636423186282,"Type E",0.3158459
"208","SMC20994",2013,0.54383597,1.54643156843157,"DS_Mag_50","HB",0.64383597,576.17,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Type A",0.54383597
"209","SMC19809",2013,0.94319412,1.26742932067932,"DS_Mag_50","NAT",1.04319412,100.2,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Type X",0.94319412
"210","SMC21796",2013,0.49156904,33.4043914418914,"DS_Mag_50","HB",0.59156904,60.14,"NAT",-11.2137267672896,1.96772076875167,"No","No",94.1093949513356,"Type E",0.49156904
"211","SMC35697",2010,0.80361567,3.13886163836162,"DS_Mag_50","NAT",0.90361567,100.04,"NAT",-11.2137267672896,1.96772076875167,"No","Yes",37.311006490278,"Type X",0.80361567
"212","SMC33179",2013,0.97632378,5.8504443056943,"DS_Mag_50","NAT",1.07632378,99.99,"NAT",-11.2137267672896,1.96772076875167,"No","Yes",66.3663020116871,"Type X",0.97632378
"213","SMC32718",2010,0.80344582,1.42500116550116,"DS_Mag_50","NAT",0.90344582,99.65,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Type X",0.80344582
"214","ME-SCR",2018,0.63308828,15.652027972028,"DS_Mag_50","NAT",0.73308828,63.95,"NAT",-11.2137267672896,1.96772076875167,"No","No",87.4283334257502,"Type E",0.63308828
"215","404M04674",2019,0.43666498,1.9090805028305,"DS_Mag_50","SB2",0.53666498,772.62,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Type A",0.43666498
"216","801M12675",2019,0.49640118,15.0697981185481,"DS_Mag_50","SB0",0.59640118,13.47,"NAT",-11.2137267672896,1.96772076875167,"No","No",86.9426202443298,"Type E",0.49640118
"217","901M14149",2019,0.65647705,1.66288378288378,"DS_Mag_50","NAT",0.75647705,156.35,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Type A",0.65647705
"218","402M00058",2019,0.74653736,0.91200183150183,"DS_Mag_50","NAT",0.84653736,99.78,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Type A",0.74653736
"219","402M00114",2018,0.84854225,1.33734315684316,"DS_Mag_50","NAT",0.94854225,100.2,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Type X",0.84854225
"220","907SDBOC2",2022,1.13751762,2.49191791541792,"DS_Mag_50","NAT",1.23751762,99.92,"NAT",-11.2137267672896,1.96772076875167,"No","Yes",21.0358914080979,"Type X",1.13751762
"221","801BNC530",2014,0.81367679,-1.60154853479853,"DS_Mag_50","NAT",0.91367679,146.11,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Type X",0.81367679
"222","801CYC398",2016,1.03554731,-0.824421744921746,"DS_Mag_50","SB1",1.13554731,377.23,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Type X",1.03554731
"223","801SDC504",2012,0.38364989,14.8992266067266,"DS_Mag_50","SB1",0.48364989,38.66,"NAT",-11.2137267672896,1.96772076875167,"No","No",86.7931348338356,"Type E",0.38364989
"224","801STW051",2006,0.57490221,2.10003513153513,"DS_Mag_50","NAT",0.67490221,319.52,"NAT",-11.2137267672896,1.96772076875167,"No","No",6.3005785377856,"Type B",0.57490221
"225","903SLGRD2",2008,0.86832347,0.30654254079254,"DS_Mag_50","NAT",0.96832347,101.13,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Type X",0.86832347
"226","907SSDR11",2008,0.75573851,0.668890193140191,"DS_Mag_50","NAT",0.85573851,100.17,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Type A",0.75573851
"227","907SDR1xx",1999,0.57828619,0.375597485847486,"DS_Mag_50","NAT",0.67828619,2199.16,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Type A",0.57828619
"228","907M23385",2019,0.70125632,0.668890193140191,"DS_Mag_50","NAT",0.80125632,53.82,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Type A",0.70125632
"229","403WE0540",2017,0.87474137,1.25298176823177,"DS_Mag_50","NAT",0.97474137,99.76,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Type X",0.87474137
"230","907M23367",2018,0.97591222,2.49191791541792,"DS_Mag_50","NAT",1.07591222,99.92,"NAT",-11.2137267672896,1.96772076875167,"No","Yes",21.0358914080979,"Type X",0.97591222
"231","408BH5Cxx",2010,0.63007439,7.4687977022977,"DS_Mag_50","SB2",0.73007439,22.09,"NAT",-11.2137267672896,1.96772076875167,"No","No",73.6541161351,"Type E",0.63007439
"232","904M21784",2019,0.66767341,2.35464493839494,"DS_Mag_50","HB",0.76767341,50.54,"NAT",-11.2137267672896,1.96772076875167,"No","No",16.4323785439608,"Type E",0.66767341
"233","904M21782",2019,0.51222084,0.762981268731267,"DS_Mag_50","HB",0.61222084,1494.14,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Type A",0.51222084
"234","801CBN012",2006,0.72571,1.63123692973693,"DS_Mag_50","NAT",0.82571,99.92,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Type A",0.72571
"235","801CYC121",2007,0.78190452,-0.644681734931736,"DS_Mag_50","SB0",0.88190452,510.33,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Type A",0.78190452
"236","907SDRS2x",1997,0.76250787,0.375597485847486,"DS_Mag_50","SB0",0.86250787,101.17,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Type A",0.76250787
"237","904M21761",2019,0.60729462,1.60547036297036,"DS_Mag_50","NAT",0.70729462,340.71,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Type A",0.60729462
"238","903WE0900",2021,1.14732173,0.46352355977356,"DS_Mag_50","NAT",1.24732173,99.24,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Type X",1.14732173
"239","402WE0803",2001,1.01464196,2.04173626373626,"DS_Mag_50","NAT",1.11464196,99.91,"NAT",-11.2137267672896,1.96772076875167,"No","Yes",3.62512515936539,"Type X",1.01464196
"240","412BH1Axx",2010,0.54226137,-1.53748817848818,"DS_Mag_50","SB0",0.64226137,1189.6,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Type A",0.54226137
"241","801CJW027",2012,0.96782576,3.26169755244756,"DS_Mag_50","NAT",1.06782576,99.95,"NAT",-11.2137267672896,1.96772076875167,"No","Yes",39.6718813712478,"Type X",0.96782576
"242","801RB8312",2017,0.71729343,19.3997552447553,"DS_Mag_50","NAT",0.81729343,100,"NAT",-11.2137267672896,1.96772076875167,"No","No",89.8569814725697,"Type E",0.71729343
"243","801S03971",2014,0.15266242,15.2521451881452,"DS_Mag_50","SB2",0.25266242,118.34,"NAT",-11.2137267672896,1.96772076875167,"No","No",87.0987277889205,"Type E",0.15266242
"244","911NCPCR2",2010,1.16223701,0.675540709290709,"DS_Mag_50","NAT",1.26223701,100.66,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Type X",1.16223701
"245","402MTCUNF",2012,1.13771921,1.03200882450883,"DS_Mag_50","NAT",1.23771921,99.81,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Type X",1.13771921
"246","403S01195",2009,0.82824503,0.291144272394275,"DS_Mag_50","NAT",0.92824503,99.61,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Type X",0.82824503
"247","403S06315",2012,0.92119231,0.605660006660007,"DS_Mag_50","NAT",1.02119231,100.72,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Type X",0.92119231
"248","403STC026",2003,0.89572051,1.6790467032967,"DS_Mag_50","NAT",0.99572051,100.06,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Type X",0.89572051
"249","403STCSSP",2003,0.74369945,0.684949383949385,"DS_Mag_50","NAT",0.84369945,99.28,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Type A",0.74369945
"250","412CE0104",2005,0.6547592,22.7544548784549,"DS_Mag_50","HB",0.7547592,80.82,"NAT",-11.2137267672896,1.96772076875167,"No","No",91.3523713081133,"Type E",0.6547592
"251","902M20273",2019,0.92593446,5.96195487845488,"DS_Mag_50","NAT",1.02593446,99.97,"NAT",-11.2137267672896,1.96772076875167,"No","Yes",66.9953763678663,"Type X",0.92593446
"252","801BRC184",2014,1.04188077,-3.86612146187146,"DS_Mag_50","NAT",1.14188077,1.81,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Type X",1.04188077
"253","801EBC686",2014,1.1396928,-28.2177174492174,"DS_Mag_50","NAT",1.2396928,82.4,"NAT",-11.2137267672896,1.96772076875167,"No","Yes",60.259979257817,"Type X",1.1396928
"254","802SWC020",2012,0.98514545,0.37677331002331,"DS_Mag_50","NAT",1.08514545,100.86,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Type X",0.98514545
"255","405BH3Axx",2010,1.06619883,-4.94301723276723,"DS_Mag_50","NAT",1.16619883,0,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Type X",1.06619883
"256","901ATCAAS",2021,0.9538041,1.57445396270396,"DS_Mag_50","NAT",1.0538041,99.72,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Type X",0.9538041
"257","801ETC226",2014,1.21333757,0.373240342990342,"DS_Mag_50","NAT",1.31333757,99.13,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Type X",1.21333757
"258","SMC35837",2021,0.90046808,-2.8034234931735,"DS_Mag_50","NAT",1.00046808,40.66,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Type X",0.90046808
"259","402MJCMHS",2014,1.06594289,1.26742932067932,"DS_Mag_50","NAT",1.16594289,100.2,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Type X",1.06594289
"260","801WE1008",2021,0.96482749,-1.60154853479853,"DS_Mag_50","NAT",1.06482749,146.11,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Type X",0.96482749
"261","801S19486",2022,0.44006351,15.2521451881452,"DS_Mag_50","SB2",0.54006351,7.8,"NAT",-11.2137267672896,1.96772076875167,"No","No",87.0987277889205,"Type D",0.44006351
"262","403R4S117",2016,0.67490588,0.102716117216117,"DS_Mag_50","NAT",0.77490588,2881.73,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Type A",0.67490588
"263","403S06139",2012,0.51029031,0.456932817182816,"DS_Mag_50","NAT",0.61029031,2584.63,"NAT",-11.2137267672896,1.96772076875167,"Yes","No",NA,"Type A",0.51029031
"264","404R4S009",2015,0.57638369,-12.2561104728605,"DS_Mag_50","NAT",0.67638369,48.38,"NAT",-11.2137267672896,1.96772076875167,"No","No",8.50501231919472,"Type B",0.57638369
"265","408CAL013",2001,0.53895274,4.7196108058608,"DS_Mag_50","HB",0.63895274,127.13,"NAT",-11.2137267672896,1.96772076875167,"No","No",58.3075628543744,"Type E",0.53895274
"266","911TJKTC5",2008,1.10395613,0.910905511155511,"DS_Mag_50","NAT",1.20395613,99.9,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Type X",1.10395613
"267","SMC04524",2017,1.217132,0.674292374292374,"DS_Mag_50","NAT",1.317132,99.36,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Type X",1.217132
"268","403CE0156",2016,1.0017414,1.87352355977356,"DS_Mag_50","NAT",1.1017414,99.81,"NAT",-11.2137267672896,1.96772076875167,"Yes","Yes",NA,"Type X",1.0017414
