"","masterid","Threshold","Index","Result","n"
"596","412BH1Axx","NATMed","csci","UBUS",2
"597","412BH1Axx","SB0","csci","UBLS",7
"598","412BH1Axx","SB0","csci","UBUS",2
"599","412CE0104","HB","csci","UBLS",5
"600","412CE0104","HB","csci","UBUS",4
"601","412CE0104","NATHigh","csci","UBLS",4
"602","412CE0104","NATHigh","csci","UBVLS",5
"603","412CE0104","NATLow","csci","HBLS",5
"604","412CE0104","NATLow","csci","HBUS",4
"605","412CE0104","NATMed","csci","UBLS",8
"606","412CE0104","NATMed","csci","UBVLS",1
"607","412LAR004","HB","csci","UBLS",1
"608","412LAR004","HB","csci","UBUS",8
"609","412LAR004","NATHigh","csci","UBLS",9
"610","412LAR004","NATLow","csci","UBUS",9
"611","412LAR004","NATMed","csci","UBLS",8
"612","412LAR004","NATMed","csci","UBUS",1
"613","412LAR013","NAT","csci","UBLS",7
"614","412LAR013","NAT","csci","UBUS",2
"615","412LAR013","NATHigh","csci","UBLS",9
"616","412LAR013","NATLow","csci","HBUS",9
"617","412LAR013","NATMed","csci","UBLS",7
"618","412LAR013","NATMed","csci","UBUS",2
"619","412M08599","NATHigh","csci","UBLS",6
"620","412M08599","NATHigh","csci","UBVLS",3
"621","412M08599","NATLow","csci","UBLS",3
"622","412M08599","NATLow","csci","UBUS",6
"623","412M08599","NATMed","csci","UBLS",9
"624","412M08599","SB2","csci","UBLS",6
"625","412M08599","SB2","csci","UBUS",3
"626","412M08602","HB","csci","UBLS",4
"627","412M08602","HB","csci","UBUS",4
"628","412M08602","HB","csci","UBVLS",1
"629","412M08602","NATHigh","csci","UBLS",4
"630","412M08602","NATHigh","csci","UBVLS",5
"631","412M08602","NATLow","csci","UBLS",5
"632","412M08602","NATLow","csci","UBUS",4
"633","412M08602","NATMed","csci","UBLS",8
"634","412M08602","NATMed","csci","UBVLS",1
"635","412M08616","HB","csci","UBLS",1
"636","412M08616","HB","csci","UBUS",8
"637","412M08616","NATHigh","csci","UBLS",9
"638","412M08616","NATLow","csci","UBLS",1
"639","412M08616","NATLow","csci","UBUS",8
"640","412M08616","NATMed","csci","UBLS",7
"641","412M08616","NATMed","csci","UBUS",2
"642","412M08630","HB","csci","UBLS",2
"643","412M08630","HB","csci","UBUS",5
"644","412M08630","HB","csci","UBVLS",2
"645","412M08630","NATHigh","csci","UBLS",6
"646","412M08630","NATHigh","csci","UBVLS",3
"647","412M08630","NATLow","csci","UBLS",2
"648","412M08630","NATLow","csci","UBUS",5
"649","412M08630","NATLow","csci","UBVLS",2
"650","412M08630","NATMed","csci","UBLS",6
"651","412M08630","NATMed","csci","UBVLS",3
"652","412M08632","HB","csci","UBLS",1
"653","412M08632","HB","csci","UBUS",8
"654","412M08632","NATHigh","csci","UBLS",9
"655","412M08632","NATLow","csci","UBUS",9
"656","412M08632","NATMed","csci","UBLS",8
"657","412M08632","NATMed","csci","UBUS",1
"658","412M08638","NAT","csci","HBLS",7
"659","412M08638","NAT","csci","HBUS",2
"660","412M08638","NATHigh","csci","HBLS",9
"661","412M08638","NATLow","csci","HBUS",9
"662","412M08638","NATMed","csci","HBLS",7
"663","412M08638","NATMed","csci","HBUS",2
"664","412M08640","HB","csci","UBLS",4
"665","412M08640","HB","csci","UBUS",5
"666","412M08640","NATHigh","csci","UBLS",7
"667","412M08640","NATHigh","csci","UBVLS",2
"668","412M08640","NATLow","csci","UBLS",3
"669","412M08640","NATLow","csci","UBUS",6
"670","412M08640","NATMed","csci","UBLS",7
"671","412M08640","NATMed","csci","UBUS",1
"672","412M08640","NATMed","csci","UBVLS",1
"673","412M08642","HB","csci","HBLS",5
"674","412M08642","HB","csci","HBUS",4
"675","412M08642","NATHigh","csci","UBLS",4
"676","412M08642","NATHigh","csci","UBVLS",5
"677","412M08642","NATLow","csci","HBLS",5
"678","412M08642","NATLow","csci","HBUS",4
"679","412M08642","NATMed","csci","UBLS",8
"680","412M08642","NATMed","csci","UBVLS",1
"681","412M08643","HB","csci","UBLS",3
"682","412M08643","HB","csci","UBUS",3
"683","412M08643","HB","csci","UBVLS",3
"684","412M08643","NATHigh","csci","UBLS",2
"685","412M08643","NATHigh","csci","UBVLS",7
"686","412M08643","NATLow","csci","UBLS",3
"687","412M08643","NATLow","csci","UBUS",3
"688","412M08643","NATLow","csci","UBVLS",3
"689","412M08643","NATMed","csci","UBLS",5
"690","412M08643","NATMed","csci","UBVLS",4
"691","412M08646","HB","csci","UBUS",9
"692","412M08646","NATHigh","csci","UBLS",9
"693","412M08646","NATLow","csci","HBUS",9
"694","412M08646","NATMed","csci","UBLS",6
"695","412M08646","NATMed","csci","UBUS",3
"696","412M08659","HB","csci","UBLS",4
"697","412M08659","HB","csci","UBUS",4
"698","412M08659","HB","csci","UBVLS",1
"699","412M08659","NATHigh","csci","UBLS",4
"700","412M08659","NATHigh","csci","UBVLS",5
"701","412M08659","NATLow","csci","UBLS",5
"702","412M08659","NATLow","csci","UBUS",4
"703","412M08659","NATMed","csci","UBLS",8
"704","412M08659","NATMed","csci","UBVLS",1
"705","412M08662","HB","csci","UBLS",2
"706","412M08662","HB","csci","UBUS",6
"707","412M08662","HB","csci","UBVLS",1
"708","412M08662","NATHigh","csci","UBLS",8
"709","412M08662","NATHigh","csci","UBVLS",1
"710","412M08662","NATLow","csci","UBLS",2
"711","412M08662","NATLow","csci","UBUS",6
"712","412M08662","NATLow","csci","UBVLS",1
"713","412M08662","NATMed","csci","UBLS",6
"714","412M08662","NATMed","csci","UBUS",2
"715","412M08662","NATMed","csci","UBVLS",1
"716","412M08663","NATHigh","csci","UBLS",6
"717","412M08663","NATHigh","csci","UBVLS",3
"718","412M08663","NATLow","csci","HBLS",3
"719","412M08663","NATLow","csci","HBUS",6
"720","412M08663","NATMed","csci","HBLS",9
"721","412M10210","NATHigh","csci","UBLS",6
"722","412M10210","NATHigh","csci","UBVLS",3
"723","412M10210","NATLow","csci","HBLS",3
"724","412M10210","NATLow","csci","HBUS",6
"725","412M10210","NATMed","csci","UBLS",9
"726","412M10210","SB2","csci","UBLS",6
"727","412M10210","SB2","csci","UBUS",3
"728","412PS0020","HB","csci","UBLS",2
"729","412PS0020","HB","csci","UBUS",5
"730","412PS0020","HB","csci","UBVLS",2
"731","412PS0020","NATHigh","csci","UBLS",6
"732","412PS0020","NATHigh","csci","UBVLS",3
"733","412PS0020","NATLow","csci","UBLS",2
"734","412PS0020","NATLow","csci","UBUS",5
"735","412PS0020","NATLow","csci","UBVLS",2
"736","412PS0020","NATMed","csci","UBLS",6
"737","412PS0020","NATMed","csci","UBVLS",3
"738","412WE0552","NAT","csci","HBLS",5
"739","412WE0552","NAT","csci","HBUS",4
"740","412WE0552","NATHigh","csci","HBLS",9
"741","412WE0552","NATLow","csci","HBUS",9
"742","412WE0552","NATMed","csci","HBLS",5
"743","412WE0552","NATMed","csci","HBUS",4
"744","412WE0563","NAT","csci","HBLS",6
"745","412WE0563","NAT","csci","HBUS",3
"746","412WE0563","NATHigh","csci","HBLS",9
"747","412WE0563","NATLow","csci","HBUS",9
"748","412WE0563","NATMed","csci","HBLS",6
"749","412WE0563","NATMed","csci","HBUS",3
"750","801BBGC02","NAT","csci","UBLS",6
"751","801BBGC02","NAT","csci","UBUS",3
"752","801BBGC02","NATHigh","csci","UBLS",9
"753","801BBGC02","NATLow","csci","HBUS",9
"754","801BBGC02","NATMed","csci","UBLS",6
"755","801BBGC02","NATMed","csci","UBUS",3
"756","801BNC530","NAT","csci","HBLS",8
"757","801BNC530","NAT","csci","HBUS",1
"758","801BNC530","NATHigh","csci","UBLS",9
"759","801BNC530","NATLow","csci","HBUS",9
"760","801BNC530","NATMed","csci","HBLS",8
"761","801BNC530","NATMed","csci","HBUS",1
"762","801BRC184","NAT","csci","HBLS",7
"763","801BRC184","NAT","csci","HBUS",2
"764","801BRC184","NATHigh","csci","HBLS",8
"765","801BRC184","NATHigh","csci","HBVLS",1
"766","801BRC184","NATLow","csci","HBLS",3
"767","801BRC184","NATLow","csci","HBUS",6
"768","801BRC184","NATMed","csci","HBLS",7
"769","801BRC184","NATMed","csci","HBUS",2
"770","801CBN012","NAT","csci","UBLS",7
"771","801CBN012","NAT","csci","UBUS",2
"772","801CBN012","NATHigh","csci","UBLS",9
"773","801CBN012","NATLow","csci","HBUS",9
"774","801CBN012","NATMed","csci","UBLS",7
"775","801CBN012","NATMed","csci","UBUS",2
"776","801CJW027","NAT","csci","HBLS",7
"777","801CJW027","NAT","csci","HBUS",2
"778","801CJW027","NATHigh","csci","HBLS",9
"779","801CJW027","NATLow","csci","HBLS",1
"780","801CJW027","NATLow","csci","HBUS",8
"781","801CJW027","NATMed","csci","HBLS",7
"782","801CJW027","NATMed","csci","HBUS",2
"783","801CYC114","NATHigh","csci","HBLS",9
"784","801CYC114","NATLow","csci","HBUS",9
"785","801CYC114","NATMed","csci","HBLS",6
"786","801CYC114","NATMed","csci","HBUS",3
"787","801CYC121","NATHigh","csci","UBLS",9
"788","801CYC121","NATLow","csci","HBUS",9
"789","801CYC121","NATMed","csci","UBLS",6
"790","801CYC121","NATMed","csci","UBUS",3
"791","801CYC121","SB0","csci","HBLS",6
"792","801CYC121","SB0","csci","HBUS",3
"793","801CYC398","NATHigh","csci","HBLS",9
"794","801CYC398","NATLow","csci","HBUS",9
"795","801CYC398","NATMed","csci","HBLS",6
"796","801CYC398","NATMed","csci","HBUS",3
"797","801EBC126","NAT","csci","UBLS",8
"798","801EBC126","NAT","csci","UBVLS",1
"799","801EBC126","NATHigh","csci","UBLS",8
"800","801EBC126","NATHigh","csci","UBVLS",1
"801","801EBC126","NATLow","csci","UBLS",1
"802","801EBC126","NATLow","csci","UBUS",8
"803","801EBC126","NATMed","csci","UBLS",8
"804","801EBC126","NATMed","csci","UBVLS",1
"805","801EBC686","NAT","csci","HBLS",7
"806","801EBC686","NAT","csci","HBUS",1
"807","801EBC686","NAT","csci","HBVLS",1
"808","801EBC686","NATHigh","csci","HBLS",8
"809","801EBC686","NATHigh","csci","HBVLS",1
"810","801EBC686","NATLow","csci","HBLS",2
"811","801EBC686","NATLow","csci","HBUS",7
"812","801EBC686","NATMed","csci","HBLS",7
"813","801EBC686","NATMed","csci","HBUS",1
"814","801EBC686","NATMed","csci","HBVLS",1
"815","801ETC226","NAT","csci","HBLS",5
"816","801ETC226","NAT","csci","HBUS",4
"817","801ETC226","NATHigh","csci","HBLS",9
"818","801ETC226","NATLow","csci","HBUS",9
"819","801ETC226","NATMed","csci","HBLS",5
"820","801ETC226","NATMed","csci","HBUS",4
"821","801M12611","NATHigh","csci","UBLS",1
"822","801M12611","NATHigh","csci","UBVLS",8
"823","801M12611","NATLow","csci","UBLS",8
"824","801M12611","NATLow","csci","UBVLS",1
"825","801M12611","NATMed","csci","UBLS",2
"826","801M12611","NATMed","csci","UBVLS",7
"827","801M12611","SB2","csci","UBLS",3
"828","801M12611","SB2","csci","UBVLS",6
"829","801M12625","HB","csci","UBLS",5
"830","801M12625","HB","csci","UBUS",1
"831","801M12625","HB","csci","UBVLS",3
"832","801M12625","NATHigh","csci","UBLS",2
"833","801M12625","NATHigh","csci","UBVLS",7
"834","801M12625","NATLow","csci","UBLS",5
"835","801M12625","NATLow","csci","UBUS",1
"836","801M12625","NATLow","csci","UBVLS",3
"837","801M12625","NATMed","csci","UBLS",2
"838","801M12625","NATMed","csci","UBUS",1
"839","801M12625","NATMed","csci","UBVLS",6
"840","801M12675","NATHigh","csci","UBLS",1
"841","801M12675","NATHigh","csci","UBVLS",8
"842","801M12675","NATLow","csci","UBLS",8
"843","801M12675","NATLow","csci","UBVLS",1
"844","801M12675","NATMed","csci","UBLS",2
"845","801M12675","NATMed","csci","UBVLS",7
"846","801M12675","SB0","csci","UBLS",2
"847","801M12675","SB0","csci","UBVLS",7
"848","801M15389","HB","csci","UBLS",3
"849","801M15389","HB","csci","UBUS",5
"850","801M15389","HB","csci","UBVLS",1
"851","801M15389","NATHigh","csci","UBLS",5
"852","801M15389","NATHigh","csci","UBVLS",4
"853","801M15389","NATLow","csci","UBLS",3
"854","801M15389","NATLow","csci","UBUS",5
"855","801M15389","NATLow","csci","UBVLS",1
"856","801M15389","NATMed","csci","UBLS",6
"857","801M15389","NATMed","csci","UBUS",1
"858","801M15389","NATMed","csci","UBVLS",2
"859","801M15406","HB","csci","UBUS",9
"860","801M15406","NATHigh","csci","UBLS",9
"861","801M15406","NATLow","csci","UBUS",9
"862","801M15406","NATMed","csci","UBLS",8
"863","801M15406","NATMed","csci","UBUS",1
"864","801M15530","NAT","csci","UBLS",9
"865","801M15530","NATHigh","csci","UBLS",9
"866","801M15530","NATLow","csci","HBUS",9
"867","801M15530","NATMed","csci","UBLS",9
"868","801M15547","NAT","csci","UBLS",8
"869","801M15547","NAT","csci","UBUS",1
"870","801M15547","NATHigh","csci","UBLS",7
"871","801M15547","NATHigh","csci","UBVLS",2
"872","801M15547","NATLow","csci","UBLS",3
"873","801M15547","NATLow","csci","UBUS",6
"874","801M15547","NATMed","csci","UBLS",8
"875","801M15547","NATMed","csci","UBUS",1
"876","801M16704","NAT","csci","UBLS",8
"877","801M16704","NAT","csci","UBUS",1
"878","801M16704","NATHigh","csci","UBLS",9
"879","801M16704","NATLow","csci","UBUS",9
"880","801M16704","NATMed","csci","UBLS",8
"881","801M16704","NATMed","csci","UBUS",1
"882","801M16916","NAT","csci","UBLS",6
"883","801M16916","NAT","csci","UBUS",1
"884","801M16916","NAT","csci","UBVLS",2
"885","801M16916","NATHigh","csci","UBLS",5
"886","801M16916","NATHigh","csci","UBVLS",4
"887","801M16916","NATLow","csci","HBLS",5
"888","801M16916","NATLow","csci","HBUS",4
"889","801M16916","NATMed","csci","UBLS",6
"890","801M16916","NATMed","csci","UBUS",1
"891","801M16916","NATMed","csci","UBVLS",2
"892","801M16957","NAT","csci","UBLS",7
"893","801M16957","NAT","csci","UBUS",2
"894","801M16957","NATHigh","csci","UBLS",9
"895","801M16957","NATLow","csci","UBLS",1
"896","801M16957","NATLow","csci","UBUS",8
"897","801M16957","NATMed","csci","UBLS",7
"898","801M16957","NATMed","csci","UBUS",2
"899","801M16973","NAT","csci","UBLS",7
"900","801M16973","NAT","csci","UBUS",2
"901","801M16973","NATHigh","csci","UBLS",9
"902","801M16973","NATLow","csci","HBLS",1
"903","801M16973","NATLow","csci","HBUS",8
"904","801M16973","NATMed","csci","UBLS",7
"905","801M16973","NATMed","csci","UBUS",2
"906","801MIC370","NAT","csci","HBLS",9
"907","801MIC370","NATHigh","csci","UBLS",9
"908","801MIC370","NATLow","csci","HBUS",9
"909","801MIC370","NATMed","csci","HBLS",9
"910","801RB8312","NAT","csci","UBLS",6
"911","801RB8312","NAT","csci","UBUS",1
"912","801RB8312","NAT","csci","UBVLS",2
"913","801RB8312","NATHigh","csci","UBLS",5
"914","801RB8312","NATHigh","csci","UBVLS",4
"915","801RB8312","NATLow","csci","HBLS",4
"916","801RB8312","NATLow","csci","HBUS",5
"917","801RB8312","NATMed","csci","UBLS",6
